line_id,blueprint_id,line_number,content
BP09:00160,BP09,160,"Prompts to validator pointers: brain.system.v9, brain.planner.v9, brain.critic.v9, brain.reflector.v9, plus all 4 discovery extractors and 4 provisioning prompts must exist."
BP09:00161,BP09,161,Workflows to state machines: workflow_instances.state → workflow_state enum. outbox_items.state → outbox_state enum. provisioning_requests.state → provisioning_state enum.
BP09:00162,BP09,162,Tables to migrations: schema_migrations tracks version “001”. All tables in DDL produced by v9_initial migration.
BP09:00163,BP09,163,Compliance matrix: Persisted as spec/traceability/compliance_matrix_v9.csv. CI fails if row count differs from expected.
BP09:00164,BP09,164,17.3 Repository File Structure
BP09:00165,BP09,165,The monorepo MUST contain these files. CI validates their existence:
BP09:00166,BP09,166,BREVIO/
BP09:00167,BP09,167,├── cmd/                        # Service entry points
BP09:00168,BP09,168,│   ├── gateway/main.go
BP09:00169,BP09,169,│   ├── brain/main.go
BP09:00170,BP09,170,│   ├── control/main.go
BP09:00171,BP09,171,│   ├── executor/main.go
BP09:00172,BP09,172,│   └── canvas/main.go
BP09:00173,BP09,173,├── internal/                   # Shared internal packages
BP09:00174,BP09,174,│   ├── determinism/            # Determinism test suite
BP09:00175,BP09,175,│   ├── contracts/              # Contract tests (JSON Schema + OpenAPI)
BP09:00176,BP09,176,│   ├── integration/            # Integration tests
BP09:00177,BP09,177,"│   ├── security/               # Security tests (webhooks, injection, SSRF)"
BP09:00178,BP09,178,"│   ├── provisioning/           # Provisioning tests (compensation, budget)"
BP09:00179,BP09,179,│   └── onboarding/             # Onboarding fixture tests
BP09:00180,BP09,180,├── db/
BP09:00181,BP09,181,│   └── migrations/
BP09:00182,BP09,182,│       └── 001_BREVIO_v9_init.sql
BP09:00183,BP09,183,├── api/
BP09:00184,BP09,184,│   └── openapi/v9.yaml
BP09:00185,BP09,185,├── schemas/                    # All JSON Schemas
BP09:00186,BP09,186,├── prompts/
BP09:00187,BP09,187,│   └── seed_prompts_v9.txt
BP09:00188,BP09,188,├── policies/                   # OPA policy bundles (.rego)
BP09:00189,BP09,189,├── terraform/                  # IaC modules
BP09:00190,BP09,190,├── helm/                       # Helm charts per service
BP09:00191,BP09,191,├── .github/workflows/ci.yaml
BP09:00192,BP09,192,├── spec/traceability/
BP09:00193,BP09,193,│   └── compliance_matrix_v9.csv
BP09:00194,BP09,194,├── runbooks/                   # Operational runbooks (RB-001–RB-009)
BP09:00195,BP09,195,├── evals/                      # Eval datasets and graders
BP09:00196,BP09,196,├── Dockerfile
BP09:00197,BP09,197,├── go.mod
BP09:00198,BP09,198,└── go.sum
BP09:00199,BP09,199,18. Compliance Matrix Summary
BP09:00200,BP09,200,The compliance matrix traces every requirement from every source document to its V9 disposition. The full matrix is maintained as a CSV artifact. Summary of dispositions:
BP09:00201,BP09,201,Key consolidated feature areas and their source tracing:
BP09:00202,BP09,202,19. Canonical Glossary
BP09:00203,BP09,203,19.1 Naming Rules (V9-Mandatory)
BP09:00204,BP09,204,Identifiers: All snake_case.
BP09:00205,BP09,205,"Tool identifiers: connector_key.tool_key (e.g., google_calendar.create_event)"
BP09:00206,BP09,206,"Events: BREVIO.<domain>.<noun>.v1 (e.g., BREVIO.ingress.received.v1)"
BP09:00207,BP09,207,"Metrics: BREVIO_<subsystem>_<noun> (e.g., BREVIO_llm_replay_hit_total)"
BP09:00208,BP09,208,"IDs: UUIDv7 (time-sortable, RFC-compatible). Legacy UUID accepted on reads."
BP09:00209,BP09,209,19.2 ID Types
BP09:00210,BP09,210,"All ID types are UUIDv7: user_id, account_id, workspace_id, ingress_turn_id, workflow_id, workflow_step_id, tool_execution_id, approval_id, memory_item_id, trajectory_id, trust_receipt_id, connector_i"
BP09:00211,BP09,211,19.3 Canonical Events
BP09:00212,BP09,212,"BREVIO.ingress.received.v1, BREVIO.ingress.duplicate_dropped.v1, BREVIO.brain.plan.proposed.v1, BREVIO.control.gate.decision.v1, BREVIO.control.consent.challenge_issued.v1, BREVIO.control.consent.appr"
BP09:00213,BP09,213,END OF BREVIO V9 CONSOLIDATED MASTER BLUEPRINT
BP09:00214,BP09,214,This document is the single source of truth for all BREVIO implementation.
BP09:00215,BP09,215,Any behavior not explicitly defined here is forbidden.
BP10:00001,BP10,1,BREVIO
BP10:00002,BP10,2,AI Executive Assistant Platform
BP10:00003,BP10,3,"Complete Code Review, Gap Analysis"
BP10:00004,BP10,4,1. Executive Summary
BP10:00005,BP10,5,"This document presents a comprehensive blueprint-to-code gap analysis for the BREVIO AI Executive Assistant platform, cross-referencing all four blueprint layers (V9 Consolidated Master, V9.1 Soft Int"
BP10:00006,BP10,6,1.1 What the Blueprints Specify
BP10:00007,BP10,7,The four blueprint layers together define one of the most comprehensive AI assistant specifications ever documented for a coding agent. The cumulative scope is:
BP10:00008,BP10,8,"Cumulative schema size: 160+ tables across 3 additive migrations. Services: gateway, brain, control, executor, canvas (5 internal) + temporal, postgres, redis (3 infra). Skills: 153 (127 cloud-native,"
BP10:00009,BP10,9,1.2 Overall Completeness Assessment
BP10:00010,BP10,10,2. Architecture Review
BP10:00011,BP10,11,2.1 Blueprint Architecture vs Repository State
BP10:00012,BP10,12,The blueprint mandates a strict 3-plane architecture within a 5-service monorepo. Every design decision in the blueprint is non-negotiable (NNR). The table below maps each major architectural element 
BP10:00013,BP10,13,2.2 Critical Architecture Violations
BP10:00014,BP10,14,3. Database & Schema Gaps
BP10:00015,BP10,15,3.1 Migration Coverage
BP10:00016,BP10,16,The blueprint specifies exactly 3 migration files. The cumulative table count is 160+. Each migration is additive — no migration may modify a prior migration's tables.
BP10:00017,BP10,17,3.2 Critical Schema Requirements Not Yet Implemented
BP10:00018,BP10,18,V9 Core Tables (Most Critical)
BP10:00019,BP10,19,workspaces — workspace-scoped RLS mandatory on ALL tables; app.workspace_id per DB session
BP10:00020,BP10,20,tool_executions — Two-phase commit log (simulate + commit rows for every tool call)
BP10:00021,BP10,21,execution_gate_decisions — Every OPA PDP decision recorded with full policy_checks_json
BP10:00022,BP10,22,trust_receipts — Cryptographic receipt for every committed tool execution
BP10:00023,BP10,23,"audit_log_entries — Append-only, hash-chain HMAC. DB trigger prevents UPDATE/DELETE"
BP10:00024,BP10,24,outbox_items — Transactional outbox for all event emissions (outbox pattern)
BP10:00025,BP10,25,prompt_versions — All prompts versioned; shadow eval mandatory before promotion
BP10:00026,BP10,26,key_versions — KMS key rotation tracking; dual-key read window ≥10 min
BP10:00027,BP10,27,schema_migrations — Forward-only migration tracking
BP10:00028,BP10,28,V9.1 Tables (Soft Intelligence — All Missing)
BP10:00029,BP10,29,goal_items / goal_milestones / goal_progress_logs — Temporal goal tracking
BP10:00030,BP10,30,autonomy_trust_scores — Deterministic trust formula; promotion threshold ≥0.85
BP10:00031,BP10,31,interaction_feedback / learned_lessons — Per-user learning with operator confirmation gate
BP10:00032,BP10,32,"daily_captures — UNIQUE(workspace_id, capture_date); links to memory_items"
BP10:00033,BP10,33,technical_debt_items / debt_resolution_tasks — Cross-repo debt tracking
BP10:00034,BP10,34,self_modification_policies — DENY by default for AI self-modification
BP10:00035,BP10,35,V9.2 Tables (Production Hardening — All Missing)
BP10:00036,BP10,36,"context_budgets — Token budget allocator; UNIQUE(workspace_id, model_tier); percentages sum to 100.00"
BP10:00037,BP10,37,rag_chunks — GIN on bm25_tokens + HNSW on embedding; hybrid BM25+pgvector search
BP10:00038,BP10,38,conversation_sessions / session_entities / session_intents — Multi-turn coreference
BP10:00039,BP10,39,"guardrails_config / guardrails_events — Inference-level safety, separate from ExecutionGate"
BP10:00040,BP10,40,tool_health_scores — Health formula: (1−error_rate)×0.4 + latency_score×0.2 + …
BP10:00041,BP10,41,feature_flags / feature_flag_rules — Progressive rollout; percentage + rule targeting
BP10:00042,BP10,42,memory_vector_clocks — CRDT conflict resolution for multi-device memory writes
BP10:00043,BP10,43,compliance_dsr_requests — GDPR/CCPA data subject requests with SLA enforcement
BP10:00044,BP10,44,admin_dashboard_config / admin_alert_rules — Admin backend configuration
BP10:00045,BP10,45,4. Services & API Gaps
BP10:00046,BP10,46,4.1 Internal Services
BP10:00047,BP10,47,4.2 API Completeness
BP10:00048,BP10,48,The blueprint defines a total of 200+ API endpoints across V9 (baseline) + V9.1 (+32) + V9.2 (+67) + admin (+25). The OpenAPI spec api/openapi/v9.yaml must exist and be validated by CI. Current state:
BP10:00049,BP10,49,5. Temporal Workflow Gaps
BP10:00050,BP10,50,"The blueprint mandates exclusive use of Temporal for all async operations. No goroutine, cron, or background thread may replace a Temporal workflow. Workflows must be deterministic and replay-safe — n"
BP10:00051,BP10,51,6. OPA Policy Framework Gaps
BP10:00052,BP10,52,The blueprint defines a multi-layer ExecutionGate PDP that every tool call must pass through. OPA evaluates the policy synchronously inside the control service. All decisions are persisted in executio
BP10:00053,BP10,53,6.1 Missing Policy Rules
BP10:00054,BP10,54,"ExecutionGate core: allow/deny based on autonomy level, domain, tool risk_level, role, rate-limit state, budget, content firewall result"
BP10:00055,BP10,55,Provisioning policy (Package B): denied_server_ids → allowed_server_ids → risk_level → budget → operator review threshold → OAuth owner approval
BP10:00056,BP10,56,Self-modification policy (V9.1 NNR-V91-004): AI modifying workspace_personas / behavior_policies / learning_config → DENY or require_approval
BP10:00057,BP10,57,RAG data governance (V9.2): deny access to rag_chunks with data_class above user clearance level
BP10:00058,BP10,58,Guardrails override policy (V9.2): deny LLM calls that failed guardrails without explicit admin_override
BP10:00059,BP10,59,MCP sandbox policy (V9.2): enforce mcp_sandbox_profiles per server; block filesystem writes outside allowed_paths
BP10:00060,BP10,60,Feature flag gating: deny skill execution when feature_flags.state = 'disabled' for workspace
BP10:00061,BP10,61,6.2 Denial Invariants (All Must Be Tested)
BP10:00062,BP10,62,No user can execute a skill with enabled=false regardless of tier
BP10:00063,BP10,63,No user can exceed monthly LLM budget without admin override
BP10:00064,BP10,64,No user can access another user's OAuth tokens
BP10:00065,BP10,65,No skill executes when circuit breaker state is OPEN
BP10:00066,BP10,66,No message bypasses Gateway normalisation and reaches Brain directly
BP10:00067,BP10,67,No external API call occurs outside a Temporal Activity
BP10:00068,BP10,68,No PII logged in plaintext after 30-day retention window
BP10:00069,BP10,69,No AI self-modification without policy allow + operator notification
BP10:00070,BP10,70,7. OpenClaw Skills Integration Gaps
BP10:00071,BP10,71,The OpenClaw blueprint specifies 153 skills across 3 deployment modes. The skills.registry seed data must be loaded via migration. Zero skills appear to be integrated in the current repository.
BP10:00072,BP10,72,7.1 Critical Skills Infrastructure
BP10:00073,BP10,73,"skills.registry seed data: 153 rows with skill_id, plane, deployment_mode, retry_policy, min_tier, enabled=true/false, circuit_breaker config"
BP10:00074,BP10,74,Circuit breaker state machine: CLOSED → OPEN (after 5 failures) → HALF_OPEN (probe) → CLOSED. Tracked in skills.circuit_breaker_state
BP10:00075,BP10,75,Skill router: Brain routes to skills based on intent + deployment_mode; cloud skills → K8s executor; local skills → edge agent WebSocket
BP10:00076,BP10,76,"SkillResult contract: { skill_id, status, data, error_code, latency_ms, token_usage, tool_execution_id }. Validated against JSON schema"
BP10:00077,BP10,77,Per-skill retry policies: Stored in skills.registry.retry_policy JSON. Used by Temporal activities for backoff configuration
BP10:00078,BP10,78,Budget enforcement: monthly_llm_budget_cents CHECK trigger; graceful degradation to keyword-only mode when budget exhausted
BP10:00079,BP10,79,7.2 LLM Prompt Registry
BP10:00080,BP10,80,6 core prompt templates must be seeded and versioned:
BP10:00081,BP10,81,"PROMPT_INTENT_CLASSIFY_V1: claude-haiku-4-5, temp=0.1, max 256 tokens. Confidence threshold 0.7. Fallback to keyword classifier."
BP10:00082,BP10,82,"PROMPT_RESPONSE_GEN_V1: claude-sonnet-4-5, temp=0.3, max 2048 tokens. Channel-aware, PII-safe."
BP10:00083,BP10,83,PROMPT_TASK_DECOMPOSE_V1: claude-sonnet-4-5. DAG output; max 10 tasks; max depth 5; acyclic validation.
BP10:00084,BP10,84,Brain system/planner/critic/reflector: V9 Consolidated blueprint Section 9 prompt registry entries. All 4 required.
BP10:00085,BP10,85,8. Infrastructure & DevOps Gaps
BP10:00086,BP10,86,8.1 Terraform Modules
BP10:00087,BP10,87,Blueprint specifies modular Terraform for all cloud resources. None present in current repo.
BP10:00088,BP10,88,8.2 Helm Charts
BP10:00089,BP10,89,"One Helm chart per service. Shared chart values for cross-cutting concerns. All containers: distroless, non-root (65532:65532), read-only FS, drop ALL Linux capabilities."
BP10:00090,BP10,90,"helm/brevio-gateway, brevio-brain, brevio-control, brevio-executor, brevio-canvas — all missing"
BP10:00091,BP10,91,helm/temporal — Temporal server chart with Postgres persistence — missing
BP10:00092,BP10,92,helm/pgbouncer — Connection pooler sidecar — missing
BP10:00093,BP10,93,"helm/otel-collector — OpenTelemetry collector, Prometheus, Grafana, Loki, Jaeger — missing"
BP10:00094,BP10,94,"helm/brevio-rag-worker (V9.2) — Python embedding sidecar, GPU tolerations — missing"
BP10:00095,BP10,95,helm/brevio-admin (V9.2) — Admin backend React SPA + Go API — missing
BP10:00096,BP10,96,8.3 CI/CD Pipeline
BP10:00097,BP10,97,8.4 Deployment Strategy
BP10:00098,BP10,98,Blue/Green with Canary: Deploy green alongside blue. Route 10% traffic for 15 minutes. Rollback trigger: error rate >1% OR P99 latency >2× baseline OR SLO breach. Full promotion only after clean canar
BP10:00099,BP10,99,9. Observability Gaps
BP10:00100,BP10,100,"Blueprint requires OpenTelemetry → Prometheus/Grafana (metrics), Loki (logs), Jaeger (traces). Structured JSON logs with mandatory fields on every event. Full SLO definitions with burn-rate alerts."
BP10:00101,BP10,101,9.1 Structured Logging
BP10:00102,BP10,102,"Every log line must include: ts, service, env, workspace_id, user_id, ingress_turn_id, trace_id, span_id, event, severity, attrs. No unstructured logs in production paths."
BP10:00103,BP10,103,9.2 Key Metrics (All Missing)
BP10:00104,BP10,104,"brevio_turn_latency_ms — P50/P95/P99 per tier. SLO: T1 P99 < 3s, T2 < 10s, T3 < 30s"
BP10:00105,BP10,105,"brevio_llm_tokens_total — token usage by model, tier, workspace for cost attribution"
BP10:00106,BP10,106,"brevio_skill_execution_duration_ms — per skill_id, outcome (success/failure/circuit_open)"
BP10:00107,BP10,107,"brevio_execution_gate_decisions_total — allow/deny by policy_rule, tool_key"
BP10:00108,BP10,108,brevio_rag_retrieval_latency_ms / brevio_rag_reranker_score — V9.2 RAG quality
BP10:00109,BP10,109,brevio_context_budget_efficiency_ratio — V9.2 token allocation effectiveness
BP10:00110,BP10,110,"brevio_tool_health_score — per tool_key, live gauge used for auto-quarantine"
BP10:00111,BP10,111,"brevio_trust_score — per workspace, per domain — V9.1 autonomy tracking"
BP10:00112,BP10,112,9.3 Dead Letter Queues
BP10:00113,BP10,113,"5 DLQs required: interactive_turns_dlq, workflow_tasks_dlq, ledger_writes_dlq, trajectory_writes_dlq, rate_limit_ledger_writes_dlq. DLQ consumer runs every 5 minutes. Transient errors re-enqueued with"
BP10:00114,BP10,114,9.4 Load Shedding Tiers
BP10:00115,BP10,115,"D0 (nominal) → D5 (minimal read-only). Each tier progressively disables capabilities while preserving core safety and audit. Tiers D3-D5 must disable non-critical skills while maintaining messaging, a"
BP10:00116,BP10,116,10. Testing & Evaluation Gaps
BP10:00117,BP10,117,Blueprint mandates a dual test system: deterministic software tests for system behaviour + eval-driven tests for model variability. Both must pass before production deploy.
BP10:00118,BP10,118,10.1 Critical Test Scenarios
BP10:00119,BP10,119,Scenario 1 — Message Processing Happy Path: WhatsApp webhook → Gateway normalize → Brain classify (confidence ≥0.7) → Brain decompose (valid DAG) → Hands execute → response within SLO.
BP10:00120,BP10,120,"Scenario 2 — Parallel Skill Execution: 'Order groceries and play music' → 2 parallel tasks → total latency = max(task1, task2), NOT sum."
BP10:00121,BP10,121,Scenario 3 — Circuit Breaker: 5 consecutive failures → OPEN → immediate CIRCUIT_OPEN error → half-open probe → close after success.
BP10:00122,BP10,122,Scenario 4 — Budget Exhaustion: Budget set to $0.05 → messages until exhausted → graceful degradation to keyword-only → user notification.
BP10:00123,BP10,123,Scenario 5 — Trust Promotion: trust_score ≥ 0.85 AND success_count_30d ≥ 20 AND failure_count_30d = 0 for 14 days → promotion proposal → operator notification.
BP10:00124,BP10,124,11. Security & Compliance Gaps
BP10:00125,BP10,125,11.1 Cryptographic Controls
BP10:00126,BP10,126,"Approval tokens: HMAC-SHA256 signed. CRITICAL TTL=30s, ELEVATED TTL=5min. Nonce-unique. key_versions table authoritative."
BP10:00127,BP10,127,"OAuth token storage: AES-256-GCM envelope: {ciphertext, nonce, key_version, encrypted_at}. Key material from Secrets Manager."
BP10:00128,BP10,128,Key rotation: Dual-key read window ≥10 min. Background re-encryption job. key_versions table.
BP10:00129,BP10,129,"Webhook signatures: HMAC-SHA256(app_secret, raw_body_bytes). Timing-safe compare. Replay protection: nonce cache TTL=600s."
BP10:00130,BP10,130,Audit log integrity: Hash chain HMAC. Append-only enforced by DB triggers. No UPDATE/DELETE. Separate DB role.
BP10:00131,BP10,131,Artifact verification: Ed25519 on image digests (sha256). SBOM + vulnerability scan required.
BP10:00132,BP10,132,11.2 V9.2 PII Encryption & MCP Sandboxing
BP10:00133,BP10,133,pii_encryption_policies: Per-field encryption config with key rotation schedule. Separate Postgres role for pii_read only.
BP10:00134,BP10,134,"mcp_sandbox_profiles: Per-MCP-server filesystem access rules, network egress allow-list, syscall filter. No MCP server runs outside sandbox."
BP10:00135,BP10,135,11.3 GDPR / CCPA Compliance
BP10:00136,BP10,136,"compliance_dsr_requests table — SLA enforcement, automated data export, right-to-erasure cascade deletes"
BP10:00137,BP10,137,"Data retention policies — memory_exclusion_rules, audit payload minimisation for sensitive data"
BP10:00138,BP10,138,"portability_requests table — structured export job, user-accessible download"
BP10:00139,BP10,139,ComplianceSweepWorkflow — automated evidence collection for SOC2/GDPR/CCPA
BP10:00140,BP10,140,12. Severity-Ranked Finding Register
BP10:00141,BP10,141,All findings ranked by business and technical risk. CRITICAL = blocks production deployment. HIGH = blocks go-live SLAs. MEDIUM = production quality risk. LOW = improvement opportunity.
BP10:00142,BP10,142,13. Runbooks & Operational Readiness
BP10:00143,BP10,143,V9 defines 9 runbooks (RB-001 – RB-009). V9.2 adds 9 more. None are present in the repository. Production deployment requires these to exist as markdown in runbooks/ and to be referenced in CI.
BP11:00001,BP11,1,BREVIO
BP11:00002,BP11,2,PRODUCTION BLUEPRINT
BP11:00003,BP11,3,Missing Categories & Skills Addendum
BP11:00004,BP11,4,6 New Categories  •  42 New Skills  •  13 Blueprint Sections
BP11:00005,BP11,5,Version 1.0  |  March 2026
BP11:00006,BP11,6,CLASSIFICATION: IMPLEMENTATION-COMPLETE  •  ZERO-AMBIGUITY  •  MACHINE-EXECUTABLE
BP11:00007,BP11,7,1. Executive Architecture Overview
BP11:00008,BP11,8,1.1 Scope of This Addendum
BP11:00009,BP11,9,"This blueprint specifies 42 new skills across 6 previously unaddressed categories that are required to complete Brevio's consumer AI assistant coverage. These categories represent the intelligence, au"
BP11:00010,BP11,10,1.2 Logical Architecture Diagram
BP11:00011,BP11,11,The following defines the logical architecture for the 6 new service categories within Brevio's 3-Plane model. This diagram is expressed in Mermaid graph notation for machine-rendering:
BP11:00012,BP11,12,graph TD
BP11:00013,BP11,13,"  subgraph Gateway_Plane"
BP11:00014,BP11,14,"    GW[API Gateway :443]"
BP11:00015,BP11,15,"  end"
BP11:00016,BP11,16,"  subgraph Brain_Plane"
BP11:00017,BP11,17,"    ROUTER[brevio-router :8014]"
BP11:00018,BP11,18,"    AGENTS[brevio-agents :8012]"
BP11:00019,BP11,19,"    MEMORY[brevio-memory :8013]"
BP11:00020,BP11,20,"    CRON[brevio-cron :8015]"
BP11:00021,BP11,21,"  end"
BP11:00022,BP11,22,"  subgraph Hands_Plane"
BP11:00023,BP11,23,"    BROWSER[brevio-browser :8010]"
BP11:00024,BP11,24,"    MARKETING[brevio-marketing :8011]"
BP11:00025,BP11,25,"  end"
BP11:00026,BP11,26,"  subgraph Data_Stores"
BP11:00027,BP11,27,"    PG[(PostgreSQL)]"
BP11:00028,BP11,28,"    REDIS[(Redis)]"
BP11:00029,BP11,29,"    CHROMA[(ChromaDB)]"
BP11:00030,BP11,30,"    TEMPORAL[(Temporal Server)]"
BP11:00031,BP11,31,"  end"
BP11:00032,BP11,32,"  subgraph External"
BP11:00033,BP11,33,"    LLM[LLM Providers]"
BP11:00034,BP11,34,"    SOCIAL[Social APIs]"
BP11:00035,BP11,35,"    BOOKING[Booking Sites]"
BP11:00036,BP11,36,"    PROXY[Proxy Pool]"
BP11:00037,BP11,37,"  end"
BP11:00038,BP11,38,"  GW --> ROUTER"
BP11:00039,BP11,39,"  ROUTER --> AGENTS"
BP11:00040,BP11,40,"  ROUTER --> BROWSER"
BP11:00041,BP11,41,"  ROUTER --> CRON"
BP11:00042,BP11,42,"  ROUTER --> MARKETING"
BP11:00043,BP11,43,"  AGENTS --> MEMORY"
BP11:00044,BP11,44,"  AGENTS --> LLM"
BP11:00045,BP11,45,"  MEMORY --> PG"
BP11:00046,BP11,46,"  MEMORY --> CHROMA"
BP11:00047,BP11,47,"  BROWSER --> PROXY --> BOOKING"
BP11:00048,BP11,48,"  MARKETING --> SOCIAL"
BP11:00049,BP11,49,"  CRON --> TEMPORAL"
BP11:00050,BP11,50,"  All_Services --> PG"
BP11:00051,BP11,51,"  All_Services --> REDIS"
BP11:00052,BP11,52,1.3 Physical Architecture Diagram
BP11:00053,BP11,53,Physical deployment topology across AWS availability zones:
BP11:00054,BP11,54,graph TD
BP11:00055,BP11,55,"  subgraph VPC[Brevio VPC - 10.0.0.0/16]"
BP11:00056,BP11,56,"    subgraph AZ_A[us-east-1a]"
BP11:00057,BP11,57,"      ALB_A[ALB Target Group]"
BP11:00058,BP11,58,"      ECS_A[ECS Fargate Cluster - Primary]"
BP11:00059,BP11,59,"      RDS_A[(RDS Primary - PostgreSQL 16)]"
BP11:00060,BP11,60,"      REDIS_A[(ElastiCache Primary)]"
BP11:00061,BP11,61,"    end"
BP11:00062,BP11,62,"    subgraph AZ_B[us-east-1b]"
BP11:00063,BP11,63,"      ALB_B[ALB Target Group]"
BP11:00064,BP11,64,"      ECS_B[ECS Fargate Cluster - Secondary]"
BP11:00065,BP11,65,"      RDS_B[(RDS Replica - Hot Standby)]"
BP11:00066,BP11,66,"      REDIS_B[(ElastiCache Replica)]"
BP11:00067,BP11,67,"    end"
BP11:00068,BP11,68,"    subgraph Private_Subnet[Private Subnet]"
BP11:00069,BP11,69,"      TEMPORAL_SVC[Temporal Server Cluster]"
BP11:00070,BP11,70,"      CHROMA_SVC[ChromaDB Cluster]"
BP11:00071,BP11,71,"    end"
BP11:00072,BP11,72,"  end"
BP11:00073,BP11,73,"  CLOUDFRONT[CloudFront] --> ALB_A"
BP11:00074,BP11,74,"  CLOUDFRONT --> ALB_B"
BP11:00075,BP11,75,"  NAT[NAT Gateway] --> Internet"
BP11:00076,BP11,76,"  ECS_A --> NAT"
BP11:00077,BP11,77,"  ECS_B --> NAT"
BP11:00078,BP11,78,Constraint: All services are deployed across 2 AZs minimum. RDS uses Multi-AZ deployment with automatic failover. Redis uses cluster mode with cross-AZ replication.
BP11:00079,BP11,79,1.4 Compliance Constraints
BP11:00080,BP11,80,This blueprint enforces the following absolute constraints per the master specification:
BP11:00081,BP11,81,"ZERO DEFERRED ITEMS: This document contains no action-item markers, no stub functions, no deferred implementation notes, no inferred schemas, no undefined identifiers, no missing migrations, no implicit con"
BP11:00082,BP11,82,DETERMINISTIC: All retry delays use the deterministic jitter formula. All Temporal workflows are replay-safe. No nondeterministic branching exists without explicit bounded specification.
BP11:00083,BP11,83,"SCHEMA CLOSURE: Every table, column, index, constraint, API endpoint, error code, policy rule, and workflow state referenced in this document is fully defined within this document."
BP11:00084,BP11,84,STRUCTURAL INTEGRITY: OpenAPI schemas align with DB DDL. Policy rules match role definitions. Workflow state machines are closed and finite.
BP11:00085,BP11,85,1.5 New Category Registry
BP11:00086,BP11,86,"Additionally, 8 individually named skills that were missing from the original evaluation are included: clawlist, deepwork-tracker, PNDR, fearbot, technews, feishu-attendance, satellite-copilot, and pr"
BP11:00087,BP11,87,1.3 Architectural Impact — 3-Plane Distribution
BP11:00088,BP11,88,"The 6 new categories dramatically shift Brevio's architecture toward Brain Plane intelligence. Of the 42 new skills, 28 (67%) are Brain Plane — compared to 10% in the original 153 skills. This reflect"
BP11:00089,BP11,89,1.4 Service Decomposition
BP11:00090,BP11,90,Each new category maps to a dedicated microservice within the Brevio monorepo. All services follow the same bounded context pattern established in the core blueprint:
BP11:00091,BP11,91,1.5 Data Flow Graph
BP11:00092,BP11,92,The new categories introduce three critical data flow patterns not present in the original evaluation:
BP11:00093,BP11,93,Pattern 1: Browser-Mediated Action (Browser & Automation)
BP11:00094,BP11,94,User Request → Brain Plane (intent classification) → Router (select skill)
BP11:00095,BP11,95,"  → Browser Service (launch headless session) → Target Website"
BP11:00096,BP11,96,"  → DOM Interaction → Result Extraction → Brain Plane (validation)"
BP11:00097,BP11,97,"  → Gateway Plane (format response) → User"
BP11:00098,BP11,98,Pattern 2: Multi-Agent Fan-Out (Agent Orchestration)
BP11:00099,BP11,99,User Request → Brain Plane (task decomposition) → Task Delegator
BP11:00100,BP11,100,"  → [Agent-1: Research] [Agent-2: Draft] [Agent-3: Validate] (parallel)"
BP11:00101,BP11,101,"  → Parallel Executor (collect results, resolve conflicts)"
BP11:00102,BP11,102,"  → Brain Plane (synthesize final output) → User"
BP11:00103,BP11,103,Pattern 3: Proactive Scheduled Execution (Cron + Memory)
BP11:00104,BP11,104,Cron Trigger (8:00 AM user timezone) → Briefing Engine
BP11:00105,BP11,105,"  → [Calendar Skill] [Weather Skill] [News Skill] [Finance Skill] (parallel)"
BP11:00106,BP11,106,"  → Memory Service (retrieve user preferences, past patterns)"
BP11:00107,BP11,107,"  → Brain Plane (compose personalized briefing)"
BP11:00108,BP11,108,"  → Gateway Plane (WhatsApp/iMessage delivery) → User"
BP11:00109,BP11,109,1.6 State Machine Definitions
BP11:00110,BP11,110,"Every workflow in this blueprint is governed by a finite, closed state machine. The canonical state machine for skill execution:"
BP11:00111,BP11,111,"Invariant: No state has an undefined transition. Every state either terminates (IDLE, DEAD_LETTER) or transitions to exactly one of the defined successor states. The state machine is closed and finite"
BP11:00112,BP11,112,1.7 Deterministic Control Plane
BP11:00113,BP11,113,All new services register with the Brevio Control Plane via a deterministic service mesh:
BP11:00114,BP11,114,"Service Discovery: Consul-based with health check interval = 10s, deregister_critical_after = 30s"
BP11:00115,BP11,115,Load Balancing: Round-robin with sticky sessions for browser automation (session affinity by execution_id)
BP11:00116,BP11,116,"Circuit Breaking: Half-open after 30s, trip after 5 consecutive failures, reset after 3 successful probes"
BP11:00117,BP11,117,"Rate Limiting: Per-user token bucket — 100 requests/minute for Hands, 50/minute for Brain, 10/minute for Agent Orchestration"
BP11:00118,BP11,118,"Timeout Cascade: Gateway=60s, Brain=45s, Hands=30s, Browser=120s (extended for page loads)"
BP11:00119,BP11,119,2. Component-by-Component Specification
BP11:00120,BP11,120,2.x Browser & Automation (7 skills)
BP11:00121,BP11,121,kesslerio-stealth-browser
BP11:00122,BP11,122,playwright-browser
BP11:00123,BP11,123,puppeteer-web
BP11:00124,BP11,124,web-scraper
BP11:00125,BP11,125,form-filler
BP11:00126,BP11,126,booking-automator
BP11:00127,BP11,127,price-monitor
BP11:00128,BP11,128,2.x Marketing & Sales (7 skills)
BP11:00129,BP11,129,meta-video-ad-deconstructor
BP11:00130,BP11,130,social-poster
BP11:00131,BP11,131,campaign-manager
BP11:00132,BP11,132,lead-tracker
BP11:00133,BP11,133,brand-monitor
BP11:00134,BP11,134,seo-analyzer
BP11:00135,BP11,135,newsletter-engine
